Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition, Average of Conditions
Eric Comrie, 26.555555555555557, 33.0, 31.571428571428573, 24.68421052631579, 28.95279866332498
Alex Tuch, 2.4877384196185286, 1.75, 2.4461538461538463, 2.4371584699453552, 2.2802626839294327
Victor Olofsson, 2.3046875, 2.142857142857143, 2.347826086956522, 2.376923076923077, 2.2930734516841853
Jordan Greenway, 1.3900293255131966, 1.5, 1.2391304347826086, 1.425, 1.3885399400739513
Kale Clague, 0.8314606741573034, 1.0, 0.7142857142857143, 0.8723404255319149, 0.8545217034937331
Tyson Jost, 1.5682382133995036, 2.375, 1.7894736842105263, 1.6067961165048543, 1.834877003528721
Riley Stillman, 1.0067114093959733, 0.5, 0.6071428571428571, 1.0135135135135136, 0.781841945013086
Tage Thompson, 2.645051194539249, 3.0, 2.1636363636363636, 2.848684210526316, 2.664342942175482
Casey Mittelstadt, 1.5471698113207548, 1.4166666666666667, 1.690909090909091, 1.623076923076923, 1.5694556229933587
Henri Jokiharju, 1.2835249042145593, 1.0, 1.1714285714285715, 1.297709923664122, 1.1881658498268133
Ukko-Pekka Luukkonen, 28.681818181818183, 38.0, 25.666666666666668, 25.666666666666668, 29.503787878787882
Jacob Bryson, 0.5609756097560976, 0.16666666666666666, 0.6470588235294118, 0.6, 0.493675274988044
Mattias Samuelsson, 0.7142857142857143, 0.0, 0, 0.375, 0.2723214285714286
Rasmus Dahlin, 2.142857142857143, 2.375, 1.9833333333333334, 2.1040462427745665, 2.1513091797412605
Ilya Lyubushkin, 0.7228464419475655, 0.5, 0.8048780487804879, 0.7142857142857143, 0.685502551253442
Peyton Krebs, 1.0, 0.0, 1.32, 0.9365079365079365, 0.8141269841269843
Dylan Cozens, 2.1164021164021163, 1.625, 1.6388888888888888, 2.193548387096774, 1.8934598480969447
Jack Quinn, 1.676923076923077, 1.0, 1.9090909090909092, 1.9705882352941178, 1.639150555327026
Owen Power, 1.52, 1.0, 1.0, 1.65, 1.2925
Erik Johnson, 2.0363436123348015, 2.3783783783783785, 1.9466666666666668, 2.150561797752809, 2.127987613783164
Keith Kinkaid, 25.366863905325445, 21.5, 25.023255813953487, 24.38888888888889, 24.069752152041954
Charles Hudon, 2.0522388059701493, 2.6, 1.625, 2.116883116883117, 2.0985304807133165
Sampo Ranta, 0.875, 0, 0, 0.7272727272727273, 0.4005681818181818
Jean-Luc Foudy, 1.3333333333333333, 0, 0, 0.8, 0.5333333333333333
Ben Meyers, 0.9210526315789473, 1.0, 0.0, 0.9545454545454546, 0.7188995215311005
Jack Johnson, 0.375, 0.0, 0, 0, 0.09375
Andrew Cogliano, 1.544701986754967, 1.5333333333333334, 1.5454545454545454, 1.5522875816993464, 1.543944361810548
Darren Helm, 1.8814180929095354, 1.826086956521739, 1.917808219178082, 1.9382716049382716, 1.890896218386907
Lars Eller, 1.7292993630573248, 2.0952380952380953, 1.7267080745341614, 1.7360515021459229, 1.821824258743876
Josh Manson, 1.2569721115537849, 1.0740740740740742, 1.2926829268292683, 1.321285140562249, 1.2362535632548441
Matt Nieto, 1.4350547730829422, 1.4230769230769231, 1.5047619047619047, 1.4984025559105432, 1.4653240392080782
Brad Hunt, 1.517605633802817, 1.8823529411764706, 1.3220338983050848, 1.4042553191489362, 1.531561948108327
Alex Galchenyuk, 1.9539877300613497, 2.0833333333333335, 1.8333333333333333, 2.1124620060790273, 1.995779100701761
Kurtis MacDermid, 0.7209302325581395, 0.5, 0.631578947368421, 0.6486486486486487, 0.6252894571438024
Artturi Lehkonen, 2.1434599156118144, 1.8181818181818181, 2.260869565217391, 2.1554621848739495, 2.094493370971243
Nathan MacKinnon, 3.883787661406026, 4.233333333333333, 3.920353982300885, 4.130813953488372, 4.042072232632154
Valeri Nichushkin, 1.8923766816143497, 1.95, 2.0568181818181817, 2.0442477876106193, 1.9858606627607878
Jonas Johansson, 0.8, 0, 1.0, 0.6666666666666666, 0.6166666666666667
Devon Toews, 2.056105610561056, 2.764705882352941, 2.4375, 2.2564102564102564, 2.378680437331063
Mikko Rantanen, 2.7384937238493725, 3.217391304347826, 2.75, 2.831967213114754, 2.884463060327988
Evan Rodrigues, 2.323529411764706, 2.5, 2.2125, 2.284974093264249, 2.3302508762572387
Denis Malgin, 1.4471544715447155, 1.3333333333333333, 1.59375, 1.416, 1.447559451219512
Samuel Girard, 1.3712871287128714, 1.2727272727272727, 1.2608695652173914, 1.4926829268292683, 1.349391723371701
Cale Makar, 2.6952789699570814, 3.1538461538461537, 3.090909090909091, 2.7586206896551726, 2.924663726091875
Alexandar Georgiev, 27.055248618784532, 21.25, 24.738095238095237, 26.392857142857142, 24.859050249934228
Pavel Francouz, 26.958333333333332, 26.0, 26.09090909090909, 24.916666666666668, 25.991477272727273
Logan O'Connor, 1.3814432989690721, 1.0, 1.3333333333333333, 1.42, 1.2836941580756014
Bowen Byram, 1.4320987654320987, 0.25, 1.4375, 1.4634146341463414, 1.1457533498946102
Alex Newhook, 1.5170068027210883, 1.2, 1.5925925925925926, 1.5753424657534247, 1.4712354652667763
Oliver Wahlstrom, 2.049689440993789, 1.8571428571428572, 2.032258064516129, 2.1686746987951806, 2.026941265361989
Zach Parise, 3.0518945634266887, 2.925925925925926, 2.9823788546255505, 3.043261231281198, 3.0008651438148406
Cal Clutterbuck, 1.6358024691358024, 1.3695652173913044, 1.633879781420765, 1.49895178197065, 1.5345498124796304
Semyon Varlamov, 1.5714285714285714, 1.6666666666666667, 2.0, 1.6764705882352942, 1.7286414565826331
Josh Bailey, 1.5094876660341556, 1.3846153846153846, 1.6331658291457287, 1.4370229007633588, 1.491072945139657
Matt Martin, 0.6973684210526315, 0, 0.85, 0.6875, 0.5587171052631579
Kyle Palmieri, 2.387052341597796, 2.2413793103448274, 2.4832214765100673, 2.4767123287671233, 2.3970913643049534
Casey Cizikas, 1.2258503401360543, 1.2424242424242424, 1.1985294117647058, 1.1923076923076923, 1.2147779216581738
Anders Lee, 2.5134730538922154, 2.8125, 2.4146341463414633, 2.334328358208955, 2.5187338896106586
Brock Nelson, 2.2032085561497325, 2.3823529411764706, 2.1755725190839694, 2.066666666666667, 2.20695017076921
Jean-Gabriel Pageau, 1.8146964856230032, 1.65, 1.9391304347826086, 1.732258064516129, 1.7840212462304352
Scott Mayfield, 1.3588516746411483, 1.625, 1.25, 1.3301435406698565, 1.3909988038277512
Adam Pelech, 1.3125, 1.55, 1.3928571428571428, 1.2706422018348624, 1.3814998361730013
Hudson Fasching, 1.0, 1.5, 1.35, 0.8571428571428571, 1.1767857142857143
Bo Horvat, 2.3338533541341655, 3.1333333333333333, 2.3448275862068964, 2.2710280373831777, 2.520760577764393
Ryan Pulock, 2.1291866028708135, 1.8235294117647058, 2.4761904761904763, 2.074074074074074, 2.1257451412250172
Ilya Sorokin, 27.669291338582678, 24.8, 26.636363636363637, 28.227272727272727, 26.833231925554763
Pierre Engvall, 1.7008547008547008, 1.4, 1.6, 1.6608695652173913, 1.5904310665180228
Mathew Barzal, 2.2714285714285714, 2.588235294117647, 2.0806451612903225, 2.1770334928229667, 2.279335629914877
Parker Wotherspoon, 0.8333333333333334, 1.0, 0, 0.5, 0.5833333333333334
Sebastian Aho, 2.8051181102362204, 2.7, 2.6526315789473682, 2.843137254901961, 2.7502217360213876
Noah Dobson, 2.1184210526315788, 2.5, 2.257142857142857, 1.8660714285714286, 2.185408834586466
Alexander Romanov, 1.3284313725490196, 1.3333333333333333, 1.5142857142857142, 1.3627450980392157, 1.384698879551821
Samuel Bolduc, 1.1428571428571428, 0, 2.0, 1.5, 1.1607142857142856
Simon Holmstrom, 0.7906976744186046, 0.0, 1.2857142857142858, 0.5263157894736842, 0.6506819374016436
Jonathan Bernier, 26.336633663366335, 24.0, 27.06578947368421, 26.65686274509804, 26.014821470537147
Mackenzie Blackwood, 27.102040816326532, 26.285714285714285, 28.1, 28.72222222222222, 27.55249433106576
Brendan Smith, 1.2131147540983607, 0, 1.6666666666666667, 1.2580645161290323, 1.034461484223515
Tomas Tatar, 2.0919689119170983, 2.2758620689655173, 1.9328358208955223, 2.0952380952380953, 2.0989762242540584
Erik Haula, 1.7206611570247934, 1.6153846153846154, 1.7264957264957266, 1.7084745762711864, 1.6927540187940804
Ondrej Palat, 1.8740629685157422, 2.2758620689655173, 1.905109489051095, 1.8985074626865672, 1.9883854973047304
Dougie Hamilton, 2.860810810810811, 2.6923076923076925, 2.7183098591549295, 2.8147138964577656, 2.7715355646827997
Damon Severson, 1.6226415094339623, 1.962962962962963, 1.5213675213675213, 1.6199376947040498, 1.6817274221171241
Miles Wood, 2.188775510204082, 2.8333333333333335, 2.0163934426229506, 2.2615384615384615, 2.3250101869247066
Ryan Graves, 1.678082191780822, 2.5, 1.490909090909091, 1.7006802721088434, 1.8424178886996891
Curtis Lazar, 1.1039823008849559, 0.9523809523809523, 1.146341463414634, 0.9771689497716894, 1.044968416613058
Vitek Vanecek, 24.201612903225808, 27.22222222222222, 25.708333333333332, 24.428571428571427, 25.3901849718382
Jonas Siegenthaler, 0.9591836734693877, 1.3333333333333333, 1.032258064516129, 1.0573770491803278, 1.0955380301247946
Timo Meier, 3.295010845986985, 2.4, 3.175, 3.1923076923076925, 3.01557963457367
John Marino, 1.0946502057613168, 1.1818181818181819, 0.9534883720930233, 1.0168067226890756, 1.0616908705903993
Jesper Bratt, 2.0502645502645502, 2.3157894736842106, 2.0491803278688523, 2.09375, 2.1272460879544033
Nathan Bastian, 1.3522012578616351, 1.8, 1.65625, 1.5731707317073171, 1.595405497392238
Michael McLeod, 1.0643776824034334, 1.0833333333333333, 1.0862068965517242, 1.1322314049586777, 1.0915373293117923
Nico Hischier, 2.391891891891892, 2.466666666666667, 2.3877551020408165, 2.3118279569892475, 2.3895354043971557
Jesper Boqvist, 1.15, 1.4285714285714286, 1.1333333333333333, 1.196078431372549, 1.2269957983193276
Kevin Bahl, 0.6909090909090909, 1.0, 0.5, 0.7777777777777778, 0.7421717171717171
Akira Schmid, 20.318181818181817, 33.0, 22.833333333333332, 24.083333333333332, 25.058712121212118
Yegor Sharangovich, 2.0307692307692307, 1.7272727272727273, 2.675675675675676, 1.9690721649484537, 2.100697449666522
Nolan Foote, 1.0, 0, 1.0, 1.2727272727272727, 0.8181818181818181
Dawson Mercer, 1.9281045751633987, 1.75, 2.576923076923077, 2.0526315789473686, 2.076914807758461
Bokondji Imama, 0.3333333333333333, 0, 0.0, 0, 0.08333333333333333
Michael Kesselring, 1.0, 0, 1.0, 0.5, 0.625
Milos Kelemen, 0.5, 0, 0.3333333333333333, 0, 0.20833333333333331
Zack Kassian, 1.2072617246596067, 1.2222222222222223, 1.1056910569105691, 1.2118380062305296, 1.1867532525057318
Patrik Nemeth, 0.9656565656565657, 2.1, 0.9166666666666666, 0.8458498023715415, 1.2070432586736934
Travis Boyd, 0.9407407407407408, 1.3333333333333333, 0.72, 0.8888888888888888, 0.9707407407407408
Brett Ritchie, 1.617801047120419, 1.9473684210526316, 1.8588235294117648, 1.6721311475409837, 1.7740310362814498
Liam O'Brien, 0.7894736842105263, 0.3333333333333333, 1.0, 0.7424242424242424, 0.7163078149920254
Josh Brown, 0.8008658008658008, 0.4, 1.0256410256410255, 0.8018018018018018, 0.7570771570771571
Laurent Dauphin, 1.2247191011235956, 0.25, 1.0, 1.0625, 0.8843047752808989
Nick Schmaltz, 1.6139088729016786, 1.36, 1.7887323943661972, 1.580188679245283, 1.5857074866282896
Christian Fischer, 1.538659793814433, 1.380952380952381, 1.4615384615384615, 1.621761658031088, 1.5007280735840909
Lawson Crouse, 1.6198547215496368, 1.9090909090909092, 1.7567567567567568, 1.5432692307692308, 1.7072429045416335
Karel Vejmelka, 29.649484536082475, 34.5, 33.285714285714285, 29.22, 31.663799705449186
Connor Ingram, 31.79310344827586, 34.5, 36.4, 30.666666666666668, 33.33994252873563
Clayton Keller, 2.5069444444444446, 2.0454545454545454, 2.3076923076923075, 2.339366515837104, 2.2998644533571
Juuso Valimaki, 1.2733333333333334, 1.25, 1.48, 1.2048192771084338, 1.3020381526104419
Barrett Hayton, 1.6686746987951808, 2.0, 1.8928571428571428, 1.6746987951807228, 1.8090576592082614
Jack McBain, 0.1111111111111111, 0, 0, 0, 0.027777777777777776
Ivan Prosvetov, 25.88888888888889, 27.666666666666668, 30.75, 22.166666666666668, 26.618055555555557
Victor Soderstrom, 1.025, 0.3333333333333333, 1.5, 0.8421052631578947, 0.925109649122807
Matias Maccelli, 0.8571428571428571, 0.5, 0.6923076923076923, 0.8372093023255814, 0.7216649629440327
Connor Mackey, 0.8275862068965517, 0.0, 0.8, 1.0, 0.656896551724138

