Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition, Average of Conditions
Charles Hudon, 2.0522388059701493, 1.3333333333333333, 1.625, 2.116883116883117, 1.7818638140466498
Sampo Ranta, 0.875, 0.0, 0, 0.7272727272727273, 0.4005681818181818
Jean-Luc Foudy, 1.3333333333333333, 0, 0, 0.8, 0.5333333333333333
Ben Meyers, 0.9210526315789473, 1.5, 0.0, 0.9545454545454546, 0.8438995215311005
Jack Johnson, 0.375, 0, 0, 0, 0.09375
Andrew Cogliano, 1.543801652892562, 1.1774193548387097, 1.5405405405405406, 1.5513866231647635, 1.4532870428591438
Darren Helm, 1.8792682926829267, 2.2580645161290325, 1.9054054054054055, 1.938423645320197, 1.9952904648843903
Erik Johnson, 2.034065934065934, 1.82, 1.9342105263157894, 2.1502242152466366, 1.98462516890709
Lars Eller, 1.7277542372881356, 2.0588235294117645, 1.7177914110429449, 1.7323340471092077, 1.8091758062130132
Josh Manson, 1.2569721115537849, 1.3461538461538463, 1.2926829268292683, 1.321285140562249, 1.3042735062747872
Matt Nieto, 1.4336973478939157, 1.7142857142857142, 1.4953271028037383, 1.5, 1.535827541245842
Brad Hunt, 1.517605633802817, 1.25, 1.3220338983050848, 1.4042553191489362, 1.3734737128142096
Kurtis MacDermid, 0.7209302325581395, 0.75, 0.631578947368421, 0.6486486486486487, 0.6877894571438022
Artturi Lehkonen, 2.1434599156118144, 1.9166666666666667, 2.260869565217391, 2.1554621848739495, 2.1191145830924554
Nathan MacKinnon, 3.882689556509299, 3.5, 3.9130434782608696, 4.130434782608695, 3.856541954344716
Valeri Nichushkin, 1.9017857142857142, 1.6, 2.1, 2.052863436123348, 1.9136622876022655
Jonas Johansson, 0.8, 0, 1.0, 0.6666666666666666, 0.6166666666666667
Devon Toews, 2.055737704918033, 2.5833333333333335, 2.4242424242424243, 2.254777070063694, 2.329522633139371
Mikko Rantanen, 2.745833333333333, 2.9, 2.7888888888888888, 2.8285714285714287, 2.8158234126984127
Evan Rodrigues, 2.3226666666666667, 1.7142857142857142, 2.2098765432098766, 2.284974093264249, 2.1329507543566266
Denis Malgin, 1.439516129032258, 0.6666666666666666, 1.5294117647058822, 1.4126984126984128, 1.2620732432758048
Samuel Girard, 1.3694581280788178, 1.32, 1.2535211267605635, 1.4951456310679612, 1.3595312214768356
Cale Makar, 2.6936170212765957, 3.0625, 3.057142857142857, 2.752136752136752, 2.891349157639051
Alexandar Georgiev, 27.0, 31.2, 24.613636363636363, 26.28235294117647, 27.273997326203208
Pavel Francouz, 26.958333333333332, 26.0, 26.09090909090909, 24.916666666666668, 25.991477272727273
Logan O'Connor, 1.3775510204081634, 1.6666666666666667, 1.32, 1.4158415841584158, 1.4450148178083113
Bowen Byram, 1.4457831325301205, 1.0, 1.5, 1.4523809523809523, 1.3495410212277683
Alex Newhook, 1.4966442953020134, 1.6, 1.4827586206896552, 1.554054054054054, 1.5333642425114307
Patric Hornqvist, 3.130965593784684, 2.8095238095238093, 3.3157894736842106, 3.0514541387024607, 3.0769332539237912
Spencer Knight, 25.45614035087719, 19.5, 25.857142857142858, 24.142857142857142, 23.739035087719298
Eric Staal, 2.971976401179941, 3.1578947368421053, 3.036734693877551, 2.953800298062593, 3.030101532490548
Marc Staal, 1.0521978021978022, 1.1428571428571428, 1.015228426395939, 1.0111317254174397, 1.0553537742170809
Radko Gudas, 1.6641901931649332, 2.3333333333333335, 1.680327868852459, 1.5880597014925373, 1.8164777742108156
Sergei Bobrovsky, 26.848673946957877, 25.952380952380953, 27.448, 26.764900662251655, 26.75348889039762
Nick Cousins, 1.5155642023346303, 1.1538461538461537, 1.45, 1.4136546184738956, 1.3832662436636698
Anthony Duclair, 1.8960498960498962, 1.8095238095238095, 1.75, 1.8369098712446352, 1.8231208942045851
Carter Verhaeghe, 2.3591836734693876, 2.6666666666666665, 2.86046511627907, 2.125, 2.502828864103781
Aleksander Barkov, 2.645801526717557, 2.1, 2.689655172413793, 2.4207317073170733, 2.464047101612106
Aaron Ekblad, 2.534090909090909, 2.125, 2.3551401869158877, 2.3856209150326797, 2.349963002759869
Sam Reinhart, 2.277685950413223, 1.9259259259259258, 2.4271844660194173, 2.19205298013245, 2.205712330622754
Sam Bennett, 2.1117216117216118, 1.5714285714285714, 2.0348837209302326, 1.8659420289855073, 1.895993983266481
Brandon Montour, 2.107865168539326, 2.5, 2.2325581395348837, 2.144144144144144, 2.2461418630545884
Colin White, 0.875784190715182, 1.027027027027027, 0.965034965034965, 0.9646464646464646, 0.9581231618559096
Ryan Lomberg, 1.4855491329479769, 1.2, 1.4, 1.3333333333333333, 1.3547206165703274
Alex Lyon, 22.838709677419356, 0, 18.0, 19.0, 14.95967741935484
Matthew Tkachuk, 2.816367265469062, 2.5238095238095237, 2.8974358974358974, 2.746031746031746, 2.745911108186557
Josh Mahura, 1.006578947368421, 1.0, 0.9259259259259259, 1.054054054054054, 0.9966397318371003
Givani Smith, 1.0818181818181818, 0.25, 1.6666666666666667, 1.1311475409836065, 1.0324080973671137
Casey Fitzgerald, 0.8571428571428571, 1.0, 0.6363636363636364, 0.9696969696969697, 0.8658008658008658
Eetu Luostarinen, 1.2118226600985222, 1.0, 1.175, 1.1287128712871286, 1.1288838828464127
Anton Lundell, 1.9922480620155039, 2.0, 1.6428571428571428, 2.1, 1.9337763012181615
Oliver Wahlstrom, 2.049689440993789, 2.3333333333333335, 2.032258064516129, 2.1686746987951806, 2.1459888844096078
Zach Parise, 3.051809210526316, 2.8780487804878048, 2.982532751091703, 3.0415282392026577, 2.9884797453271204
Cal Clutterbuck, 1.635523613963039, 1.575, 1.6324324324324324, 1.502092050209205, 1.5862620241511691
Semyon Varlamov, 1.5714285714285714, 0, 2.0, 1.6764705882352942, 1.3119747899159664
Josh Bailey, 1.5080568720379146, 1.3709677419354838, 1.625, 1.4370229007633588, 1.4852618786841894
Matt Martin, 0.6973684210526315, 0.0, 0.85, 0.6875, 0.5587171052631579
Kyle Palmieri, 2.3873626373626373, 1.9714285714285715, 2.4834437086092715, 2.4726775956284155, 2.328728128257224
Casey Cizikas, 1.2238805970149254, 1.2, 1.1884057971014492, 1.1917808219178083, 1.2010168040085456
Anders Lee, 2.5104477611940297, 2.6176470588235294, 2.4, 2.3333333333333335, 2.4653570383377232
Brock Nelson, 2.2053333333333334, 2.0, 2.18796992481203, 2.077127659574468, 2.117607729429958
Jean-Gabriel Pageau, 1.8105095541401275, 1.3225806451612903, 1.9145299145299146, 1.7266881028938907, 1.6935770541813058
Scott Mayfield, 1.361904761904762, 1.0, 1.2727272727272727, 1.3428571428571427, 1.2443722943722944
Adam Pelech, 1.3179723502304148, 1.375, 1.4186046511627908, 1.2831050228310503, 1.348670506056064
Hudson Fasching, 1.0, 3.0, 1.3181818181818181, 0.8604651162790697, 1.544661733615222
Bo Horvat, 2.339035769828927, 2.4, 2.3728813559322033, 2.2732919254658386, 2.3463022628067423
Ryan Pulock, 2.130952380952381, 2.6, 2.4767441860465116, 2.0737327188940093, 2.3203573214732254
Ilya Sorokin, 27.625, 29.75, 26.434782608695652, 28.134328358208954, 27.986027741726154
Pierre Engvall, 1.7033898305084745, 1.5714285714285714, 1.619047619047619, 1.6551724137931034, 1.6372596086944422
Mathew Barzal, 2.2714285714285714, 2.076923076923077, 2.0806451612903225, 2.1770334928229667, 2.1515075756162343
Parker Wotherspoon, 0.8333333333333334, 1.0, 0, 0.5, 0.5833333333333334
Sebastian Aho, 2.803921568627451, 2.652173913043478, 2.649484536082474, 2.843137254901961, 2.737179318163841
Noah Dobson, 2.108695652173913, 1.5714285714285714, 2.189189189189189, 1.8495575221238938, 1.9297177337288915
Alexander Romanov, 1.3300970873786409, 1.4, 1.5135135135135136, 1.3786407766990292, 1.4055628443977959
Samuel Bolduc, 1.3333333333333333, 0, 2.0, 2.0, 1.3333333333333333
Simon Holmstrom, 0.7727272727272727, 0.5, 1.125, 0.5, 0.7244318181818181
Gustav Nyquist, 2.18, 2.05, 2.32, 2.1884057971014492, 2.1846014492753625
Marc-Andre Fleury, 26.017329255861366, 26.1875, 25.624309392265193, 26.13111111111111, 25.990062439809417
Alex Goligoski, 1.5245901639344261, 1.5116279069767442, 1.675392670157068, 1.4272030651340997, 1.5347034515505844
Ryan Reaves, 0.6695121951219513, 0.6136363636363636, 0.6547619047619048, 0.6666666666666666, 0.6511442825467215
Jared Spurgeon, 1.6635071090047393, 1.6491228070175439, 1.5515151515151515, 1.6111111111111112, 1.6188140446621366
Marcus Johansson, 0.8222222222222222, 1.0, 1.1666666666666667, 0.8, 0.9472222222222222
Marcus Foligno, 1.1798365122615804, 1.1851851851851851, 1.1496598639455782, 1.106849315068493, 1.155382719115209
Mats Zuccarello, 2.0869565217391304, 1.96, 1.9785714285714286, 2.029255319148936, 2.013695817364874
Jon Merrill, 0.8311688311688312, 1.2222222222222223, 0.8584070796460177, 0.7354085603112841, 0.9118016733370888
John Klingberg, 1.9836333878887071, 1.7142857142857142, 2.240740740740741, 1.9315960912052117, 1.9675639835300935
Jonas Brodin, 1.2779291553133516, 1.625, 1.3172413793103448, 1.296195652173913, 1.3790915466994025
Matt Dumba, 1.8779661016949152, 1.8888888888888888, 2.0, 1.8464163822525597, 1.903317843209091
Oskar Sundqvist, 1.2685714285714285, 0.9166666666666666, 1.0724637681159421, 1.2329545454545454, 1.1226641022021457
Ryan Hartman, 2.0281124497991967, 2.193548387096774, 2.1123595505617976, 2.032, 2.0915050968644424
Frederick Gaudreau, 1.3492063492063493, 1.1538461538461537, 1.4285714285714286, 1.4384615384615385, 1.3425213675213676
Jake Middleton, 1.0466666666666666, 1.3333333333333333, 1.0833333333333333, 1.1, 1.1408333333333331
Joel Eriksson Ek, 25.0, 0, 0, 25.0, 12.5
Kirill Kaprizov, 3.462686567164179, 2.2857142857142856, 3.5833333333333335, 3.1515151515151514, 3.1208123344317373
Sam Steel, 1.1875, 1.5833333333333333, 1.2820512820512822, 1.1007751937984496, 1.2884149522957662
Filip Gustavsson, 27.40983606557377, 32.5, 25.454545454545453, 28.916666666666668, 28.570262046696474
Brandon Duhaime, 1.2601626016260163, 1.5, 1.2380952380952381, 1.2833333333333334, 1.320397793263647
Mason Shaw, 1.6440677966101696, 2.5, 1.7692307692307692, 1.7586206896551724, 1.9179798138740278
Calen Addison, 1.2179487179487178, 3.3333333333333335, 1.1428571428571428, 1.146341463414634, 1.710120164388457
Connor Dewar, 1.1214953271028036, 0.75, 1.0526315789473684, 1.1964285714285714, 1.0301388693696858
Matt Boldy, 2.8916666666666666, 1.4, 2.5357142857142856, 3.232142857142857, 2.514880952380952

