Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at Home
Kaapo Kakko, 1.5714285714285714, 1.5625, 1.5555555555555556, 1.7
Braden Schneider, 0.8532110091743119, 0.5, 0.7142857142857143, 0.6140350877192983
Alexis Lafrenière, 0.8571428571428571, 1.4577114427860696, 1.6764705882352942, 1.263157894736842
Jonathan Bernier, 26.01, 26.336633663366335, 27.06578947368421, 31.571428571428573
Mackenzie Blackwood, 25.546666666666667, 27.102040816326532, 28.1, 31.0
Brendan Smith, 1.2131147540983607, 'NULL', 1.6666666666666667, 1.1666666666666667
Tomas Tatar, 1.9461538461538461, 2.0950520833333335, 2.090909090909091, 2.086734693877551
Erik Haula, 1.7204658901830283, 1.7256637168141593, 1.7370129870129871, 1.5
Ondrej Palat, 1.8808446455505279, 1.8575757575757577, 1.9398496240601504, 1.0
Dougie Hamilton, 2.6449275362318843, 2.847826086956522, 2.6, 2.884097035040431
Damon Severson, 1.6234177215189873, 1.5221238938053097, 1.6, 1.6357827476038338
Miles Wood, 2.116751269035533, 2.188775510204082, 2.0, 2.0163934426229506
Ryan Graves, 0.8333333333333334, 1.6805555555555556, 1.4901960784313726, 1.6503496503496504
Curtis Lazar, 1.1066666666666667, 1.228448275862069, 1.1625, 1.0
Vitek Vanecek, 24.19672131147541, 25.818181818181817, 23.970149253731343, 23.666666666666668
Jonas Siegenthaler, 0.9585062240663901, 1.0, 0.8677685950413223, 1.037037037037037
Timo Meier, 3.0921052631578947, 3.3866666666666667, 2.8181818181818183, 3.2822757111597376
John Marino, 0.9743589743589743, 1.100418410041841, 1.1885245901639345, 1.5
Jesper Bratt, 1.9824561403508771, 2.0401069518716577, 2.111111111111111, 2.005434782608696
Nathan Bastian, 1.1168831168831168, 1.3522012578616351, 3.0, 1.65625
Michael McLeod, 0.9818181818181818, 1.0655021834061136, 1.0925925925925926, 1.0
Nico Hischier, 1.75, 2.379781420765027, 2.2888888888888888, 2.4505494505494507
Jesper Boqvist, 0.75, 1.1420454545454546, 1.0657894736842106, 1.0769230769230769
Kevin Bahl, 0.6730769230769231, 0.2857142857142857, 0.6153846153846154, 'NULL'
Akira Schmid, 0, 19.75, 19.45, 15.222222222222221
Yegor Sharangovich, 2.727272727272727, 2.026178010471204, 3.0, 2.0833333333333335
Dawson Mercer, 1.9328859060402686, 2.0, 2.727272727272727, 1.8133333333333332
Cole Perfetti, 0.5, 1.608695652173913, 'NULL', 1.6774193548387097
Blake Wheeler, 2.54561717352415, 2.5782805429864255, 2.3333333333333335, 2.6439024390243904
Sam Gagner, 2.038240917782027, 2.0295566502463056, 2.1052631578947367, 2.1088082901554404
Brenden Dillon, 0.9722222222222222, 1.0911360799001248, 1.1593137254901962, 1.173913043478261
Nino Niederreiter, 1.9773869346733668, 2.0492957746478875, 1.9898218829516539, 1.35
Dylan DeMelo, 1.1538461538461537, 1.1266375545851528, 1.2222222222222223, 1.191304347826087
Adam Lowry, 1.5631067961165048, 1.385502471169687, 1.5313531353135315, 1.0
Mark Scheifele, 2.2380281690140844, 2.1176470588235294, 2.4831460674157304, 2.1739130434782608
Vladislav Namestnikov, 1.4917491749174918, 1.4610389610389611, 1.3148148148148149, 1.24
Connor Hellebuyck, 29.463768115942027, 27.303797468354432, 28.118055555555557, 29.666666666666668
Nate Schmidt, 1.4511784511784511, 1.4102564102564104, 1.3012048192771084, 1.2142857142857142
Saku Maenalanen, 0.6666666666666666, 1.0, 'NULL', 1.1025641025641026
Nikolaj Ehlers, 2.822134387351779, 2.843137254901961, 2.8, 2.7419354838709675
Kyle Connor, 3.0416666666666665, 1.9, 3.0951327433628317, 3.152173913043478
Kyle Capobianco, 0.9285714285714286, 0.0, 0.7777777777777778, 1.3636363636363635
Kevin Stenlund, 1.45, 1.4414414414414414, 1.3333333333333333, 1.68
Mason Appleton, 0.8, 1.3562231759656653, 1.35, 1.3771929824561404
Logan Stanley, 0.0, 1.375, 1.6379310344827587, 1.2758620689655173
Pierre-Luc Dubois, 1.9090909090909092, 2.31042654028436, 2.2285714285714286, 2.2966507177033493
David Rittich, 24.35672514619883, 21.405797101449274, 21.958333333333332, 30.333333333333332
Axel Jonsson-Fjallby, 0.0, 1.1388888888888888, 1.3225806451612903, 1.3571428571428572
Dylan Samberg, 0.8333333333333334, 0.25, 2.0, 0.9117647058823529
Neal Pionk, 1.9514824797843666, 2.0110497237569063, 1.5, 1.7432432432432432
Morgan Barron, 0.0, 1.4659090909090908, 1.8571428571428572, 1.5555555555555556
Karson Kuhlman, 1.4236111111111112, 2.0, 1.5538461538461539, 1.75
David Gustafsson, 0.6944444444444444, 0.0, 0.6578947368421053, 1.5
