Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition, Average of Conditions
Jason Dickinson, 1.246458923512748, 1.2727272727272727, 1.373134328358209, 1.3016759776536313, 1.2984991255629652
Seth Jones, 2.193905817174515, 1.7307692307692308, 2.047244094488189, 2.368131868131868, 2.0850127526409508
Andreas Englund, 0.5733333333333334, 0.5, 0.5555555555555556, 0.5526315789473685, 0.5453801169590643
Anders Bjork, 0.981651376146789, 1.5, 1.105263157894737, 1.079646017699115, 1.1666401379351603
Caleb Jones, 1.0239234449760766, 1.125, 0.8461538461538461, 1.0384615384615385, 1.0083847073978653
Austin Wagner, 1.5087719298245614, 1.75, 1.32, 1.3563218390804597, 1.4837734422262554
Joey Anderson, 2.4594594594594597, 2.56, 2.4031007751937983, 2.4939467312348667, 2.4791267414720313
Boris Katchouk, 1.0091743119266054, 0.75, 1.7391304347826086, 0.9433962264150944, 1.110425243281077
Taylor Raddysh, 1.5, 1.6, 1.9259259259259258, 1.5616438356164384, 1.6468924403855911
Nikita Zaitsev, 1.0182232346241458, 0.6666666666666666, 1.0975609756097562, 1.0137614678899083, 0.9490530861976192
MacKenzie Entwistle, 0.6974789915966386, 0.6, 0.72, 0.7419354838709677, 0.6898536188669016
Ian Mitchell, 0.6153846153846154, 0, 0.375, 0.6666666666666666, 0.4142628205128205
Cole Guttman, 1.8571428571428572, 0, 1.5, 2.4, 1.4392857142857143
Philipp Kurashev, 1.3979057591623036, 0.8571428571428571, 1.0857142857142856, 1.5918367346938775, 1.233149909178331
Reese Johnson, 0.7692307692307693, 0.75, 0.8, 0.6888888888888889, 0.7520299145299145
Alex Vlasic, 0.875, 0, 0.6666666666666666, 1.3333333333333333, 0.71875
Lukas Reichel, 1.6896551724137931, 0, 1.8571428571428572, 1.8421052631578947, 1.3472258231786363
Wyatt Kaiser, 1.0, 0, 1.0, 2.0, 1.0
Ryan Murray, 0.9258426966292135, 0.6666666666666666, 0.8412698412698413, 1.0482456140350878, 0.8705062046502023
Evander Kane, 3.5460992907801416, 3.3225806451612905, 4.031446540880503, 3.75, 3.6625316192054838
Mattias Ekholm, 1.6289222373806276, 0.96, 1.7664233576642336, 1.7344173441734418, 1.5224407348045759
Nick Bjugstad, 2.23240589198036, 2.3636363636363638, 2.3384615384615386, 2.3255813953488373, 2.315021297356775
Zach Hyman, 2.3813387423935093, 2.3076923076923075, 2.4, 2.396694214876033, 2.3714313162404626
Jack Campbell, 25.72189349112426, 21.666666666666668, 26.95, 24.175675675675677, 24.62855895836665
Ryan Nugent-Hopkins, 2.380352644836272, 2.057142857142857, 2.4642857142857144, 2.433249370277078, 2.33375764663548
Cody Ceci, 1.4743589743589745, 1.75, 1.6044776119402986, 1.4342857142857144, 1.5657805751462468
Devin Shore, 1.1023809523809525, 1.1538461538461537, 1.0823529411764705, 1.103448275862069, 1.1105070808164115
Brett Kulak, 1.3667481662591687, 1.5, 1.547945205479452, 1.3786407766990292, 1.4483335371094124
Darnell Nurse, 2.364130434782609, 2.2222222222222223, 2.173076923076923, 2.3935018050541514, 2.2882328462839765
Leon Draisaitl, 2.646592709984152, 2.7241379310344827, 2.663551401869159, 2.6772151898734178, 2.6778743081903027
Warren Foegele, 1.7163742690058479, 1.6, 1.4, 1.8433734939759037, 1.6399369407454378
Connor McDavid, 3.407473309608541, 3.5, 3.2169811320754715, 3.512455516014235, 3.4092274894245618
Derek Ryan, 1.2434077079107506, 1.7222222222222223, 1.2959183673469388, 1.1910569105691058, 1.3631513020122545
Vincent Desharnais, 0.27586206896551724, 0, 0.07692307692307693, 0.16666666666666666, 0.1298629531388152
Stuart Skinner, 27.64406779661017, 25.0, 26.727272727272727, 28.3, 26.917835130970726
Kailer Yamamoto, 1.4641350210970465, 1.1666666666666667, 1.8297872340425532, 1.5573770491803278, 1.5044914927466486
Klim Kostin, 0.8958333333333334, 1.2, 0.6923076923076923, 0.8679245283018868, 0.9140163884857282
Ryan McLeod, 1.161764705882353, 0.6666666666666666, 1.3636363636363635, 1.2923076923076924, 1.121093857123269
Evan Bouchard, 2.2598870056497176, 2.1666666666666665, 2.2758620689655173, 2.359550561797753, 2.2654915757699134
Philip Broberg, 0.8615384615384616, 0.6666666666666666, 1.25, 0.7428571428571429, 0.8802655677655677
Joonas Donskoi, 1.5443037974683544, 1.4666666666666666, 1.45, 1.6906779661016949, 1.5379121075591788
Andre Burakovsky, 1.6637323943661972, 1.9523809523809523, 1.7325581395348837, 1.712280701754386, 1.7652380470091047
Jordan Eberle, 2.326530612244898, 2.358974358974359, 2.197674418604651, 2.42548596112311, 2.3271663377367546
Justin Schultz, 1.5562218890554722, 1.5833333333333333, 1.727891156462585, 1.6017699115044248, 1.6173040725889538
Martin Jones, 24.68409090909091, 24.846153846153847, 24.273972602739725, 23.527272727272727, 24.3328725213143
Jaden Schwartz, 2.264750378214826, 1.903225806451613, 2.4411764705882355, 2.3146417445482865, 2.2309485999507404
Philipp Grubauer, 24.221122112211223, 21.0, 23.365079365079364, 23.687074829931973, 23.06831907680564
Adam Larsson, 1.2282321899736148, 1.25, 1.2394366197183098, 1.2340425531914894, 1.2379278407208536
Jamie Oleksiak, 1.096646942800789, 0.9375, 0.968421052631579, 1.116, 1.029641998858092
Yanni Gourde, 1.706140350877193, 1.8181818181818181, 1.6867469879518073, 1.8695652173913044, 1.7701585936005308
Jaycob Megna, 0.985, 1.0, 1.3043478260869565, 0.9903846153846154, 1.0699331103678928
Carson Soucy, 1.1900826446280992, 0.9230769230769231, 1.5555555555555556, 1.2439024390243902, 1.228154390571242
John Hayden, 1.0283400809716599, 0.9166666666666666, 1.1025641025641026, 0.952755905511811, 1.00008168892856
Oliver Bjorkstrand, 2.426373626373626, 2.3, 2.6666666666666665, 2.526315789473684, 2.4798390206284937
Alex Wennberg, 1.2355769230769231, 0.5625, 1.1261261261261262, 1.2531645569620253, 1.0443419015412685
Jared McCann, 2.134808853118712, 2.769230769230769, 2.2906976744186047, 2.0448979591836736, 2.30990881398794
Ryan Donato, 1.981012658227848, 1.9411764705882353, 2.4193548387096775, 2.1184210526315788, 2.114991255039335
Daniel Sprong, 2.0733590733590734, 2.4, 2.1818181818181817, 1.7272727272727273, 2.0956124956124955
Will Borgen, 1.008130081300813, 0.75, 1.2272727272727273, 1.1774193548387097, 1.0407055408530625
Brandon Tanev, 1.407035175879397, 1.3529411764705883, 1.0677966101694916, 1.4663212435233162, 1.3235235515106982
Cale Fleury, 0.9672131147540983, 0, 0, 1.09375, 0.5152407786885246
Morgan Geekie, 1.1395348837209303, 1.0, 1.1515151515151516, 1.0357142857142858, 1.0816910802375919
Eeli Tolvanen, 1.8448275862068966, 2.5, 1.5909090909090908, 1.9523809523809523, 1.972029407374235
Matty Beniers, 1.8518518518518519, 2.3333333333333335, 1.6923076923076923, 1.736842105263158, 1.903583745689009
Jesper Froden, 0.9411764705882353, 1.5, 0.7, 0.875, 1.004044117647059
Markus Nutivaara, 1.221818181818182, 0.8, 1.2093023255813953, 1.3381294964028776, 1.1423125009506137
Luke Kunin, 1.7801418439716312, 1.4444444444444444, 1.8055555555555556, 1.8150684931506849, 1.711302584280579
Jonah Gadjovich, 0.8607594936708861, 0, 1.2, 0.925, 0.7464398734177216
Marc-Edouard Vlasic, 1.299837925445705, 1.52, 1.2657657657657657, 1.247557003257329, 1.3332901736172
James Reimer, 26.764331210191084, 29.88888888888889, 26.642105263157895, 26.90222222222222, 27.54938689611502
