Player, Shots or Saves, Shots or Saves Against Opponent, Shots or Saves in March, Shots or Saves at condition
Kaapo Kahkonen, 26.833333333333332, 29.5, 28.25, 24.5
Oskar Lindblom, 1.587878787878788, 1.9473684210526316, 1.626865671641791, 1.621301775147929
Kevin Labanc, 1.9116945107398569, 2.0, 2.015625, 1.9523809523809523
Evgeny Svechnikov, 1.1144578313253013, 2.0, 0.8863636363636364, 0.9529411764705882
Steven Lorentz, 1.1508379888268156, 1.0, 1.1818181818181819, 1.1318681318681318
Noah Gregor, 2.0545454545454547, 1.6666666666666667, 1.75, 2.0843373493975905
Jacob MacDonald, 0.75, 0.0, 0, 0
Mario Ferraro, 0.9497907949790795, 0.4, 1.2222222222222223, 0.9834710743801653
Radim Simek, 0.8492462311557789, 0.25, 1.15625, 0.9484536082474226
Fabian Zetterlund, 1.9852941176470589, 0.0, 2.0, 1.8235294117647058
Martin Kaut, 0.96, 0.3333333333333333, 1.3333333333333333, 1.125
Nico Sturm, 1.4248704663212435, 1.3333333333333333, 1.3243243243243243, 1.375
Nikolai Knyzhov, 0.8615384615384616, 0, 0.6153846153846154, 0.9090909090909091
Alexander Barabanov, 1.5576923076923077, 2.6666666666666665, 1.6956521739130435, 1.5063291139240507
William Eklund, 1.375, 0, 2.0, 2.0
Michael Rasmussen, 1.4789915966386555, 1.2, 1.3243243243243243, 1.5206611570247934
David Perron, 2.145192307692308, 1.74, 2.108695652173913, 2.160919540229885
Alex Chiasson, 1.4207221350078494, 1.4761904761904763, 1.3620689655172413, 1.3968253968253967
Ben Chiarot, 1.408273381294964, 1.5, 1.3580246913580247, 1.4336917562724014
Magnus Hellberg, 21.166666666666668, 4.0, 33.5, 13.833333333333334
Olli Maatta, 1.3098827470686767, 1.0454545454545454, 1.2875, 1.37987012987013
Dominik Kubalik, 2.3134328358208953, 2.111111111111111, 1.9230769230769231, 2.3076923076923075
Andrew Copp, 1.4963636363636363, 1.0, 1.303921568627451, 1.579136690647482
Adam Erne, 1.2412790697674418, 1.0, 1.3333333333333333, 1.3093922651933703
Robert Hagg, 1.0305810397553516, 1.0, 0.8653846153846154, 1.116564417177914
Jordan Oesterle, 1.2455621301775148, 1.411764705882353, 1.2, 1.2261904761904763
Dylan Larkin, 2.9719298245614034, 2.3076923076923075, 3.0543478260869565, 2.9659863945578233
Robby Fabbri, 1.7424242424242424, 1.4166666666666667, 1.825, 1.7796610169491525
Jake Walman, 1.967741935483871, 1.4444444444444444, 2.0416666666666665, 2.1607142857142856
Ville Husso, 26.80188679245283, 19.666666666666668, 26.25, 26.964912280701753
Austin Czarnik, 1.127388535031847, 1.0, 0.8636363636363636, 1.2307692307692308
Gustav Lindstrom, 0.6198347107438017, 1.5, 0.3333333333333333, 0.6190476190476191
Pius Suter, 1.7960199004975124, 1.6666666666666667, 1.5714285714285714, 1.9183673469387754
Joe Veleno, 1.102189781021898, 1.0, 1.1904761904761905, 1.046875
Filip Zadina, 2.0053763440860215, 4.25, 2.225, 1.9896907216494846
Moritz Seider, 2.0134228187919465, 2.3333333333333335, 2.3333333333333335, 2.1621621621621623
Lucas Raymond, 2.078014184397163, 2.0, 2.5238095238095237, 2.323943661971831
Gustav Nyquist, 2.18, 2.1, 2.32, 2.171830985915493
Jonas Brodin, 1.2767123287671234, 1.2142857142857142, 1.3120567375886525, 1.2554945054945055
Marc-Andre Fleury, 26.006128702757916, 28.103448275862068, 25.558659217877096, 25.90754716981132
Alex Goligoski, 1.5271317829457365, 1.3333333333333333, 1.6935483870967742, 1.62890625
Ryan Reaves, 0.6699386503067485, 0.631578947368421, 0.656441717791411, 0.6698795180722892
Jared Spurgeon, 1.6654761904761906, 1.6428571428571428, 1.5590062111801242, 1.7142857142857142
Marcus Johansson, 0.8222222222222222, 0.3333333333333333, 1.1666666666666667, 0.84
Marcus Foligno, 1.1792065663474691, 0.75, 1.1458333333333333, 1.252717391304348
Mats Zuccarello, 2.080901856763926, 2.3333333333333335, 1.9407407407407407, 2.139473684210526
Jon Merrill, 0.8339552238805971, 0.6153846153846154, 0.8727272727272727, 0.9181494661921709
John Klingberg, 1.9835526315789473, 1.6428571428571428, 2.2476190476190476, 2.033112582781457
Matt Dumba, 1.882051282051282, 2.1666666666666665, 2.03125, 1.9217687074829932
Oskar Sundqvist, 1.272463768115942, 0.6666666666666666, 1.078125, 1.3099415204678362
Ryan Hartman, 2.030425963488844, 2.0, 2.130952380952381, 2.012244897959184
Frederick Gaudreau, 1.3481781376518218, 1.75, 1.4324324324324325, 1.2521008403361344
Jake Middleton, 1.0547945205479452, 1.0, 1.15, 1.0
Joel Eriksson Ek, 25.0, 0, 0, 0
Kirill Kaprizov, 3.462686567164179, 2.3333333333333335, 3.5833333333333335, 3.764705882352941
Sam Steel, 1.188976377952756, 1.0, 1.2972972972972974, 1.28
Filip Gustavsson, 27.06896551724138, 0, 22.25, 26.37142857142857
Brandon Duhaime, 1.2436974789915967, 1.5, 1.1176470588235294, 1.1967213114754098
Mason Shaw, 1.6666666666666667, 0, 2.0, 1.5555555555555556
Samuel Walker, 0.8571428571428571, 0, 1.0, 1.0
Calen Addison, 1.236842105263158, 0.5, 1.4, 1.3428571428571427
Connor Dewar, 1.1274509803921569, 1.5, 1.0714285714285714, 1.0208333333333333
Matt Boldy, 2.8260869565217392, 3.0, 2.130434782608696, 2.557377049180328
Mark Borowiecki, 0.8013100436681223, 0.6666666666666666, 0.7538461538461538, 0.8686440677966102
Filip Forsberg, 3.0162337662337664, 2.272727272727273, 2.769230769230769, 3.1548387096774193
Ryan McDonagh, 1.5809523809523809, 1.1666666666666667, 1.729559748427673, 1.5144230769230769
Roman Josi, 2.930992736077482, 3.0303030303030303, 2.879432624113475, 2.95
Matt Duchene, 2.461855670103093, 2.8421052631578947, 2.4518072289156625, 2.6178861788617884
Tyson Barrie, 2.206117021276596, 2.1904761904761907, 2.293233082706767, 2.308743169398907
Ryan Johansen, 1.8978622327790975, 2.5483870967741935, 1.7019867549668874, 1.8865248226950355
Kevin Gravel, 1.064, 0.25, 1.5, 1.1355932203389831
Mark Jankowski, 1.1143790849673203, 1.5, 1.2641509433962264, 1.1310344827586207
Colton Sissons, 1.1036468330134357, 1.2727272727272727, 1.2149532710280373, 1.0722433460076046
Juuse Saros, 27.974358974358974, 31.6, 28.355555555555554, 27.456521739130434
Michael McCarron, 1.1369863013698631, 2.0, 1.2765957446808511, 1.161764705882353
Jeremy Lauzon, 1.1044776119402986, 0.3333333333333333, 1.1851851851851851, 1.0204081632653061
Yakov Trenin, 1.6280193236714975, 1.8571428571428572, 1.8717948717948718, 1.4623655913978495
Alexandre Carrier, 1.2430555555555556, 0.2, 1.6071428571428572, 1.1594202898550725
Rasmus Asplund, 1.411764705882353, 0.6666666666666666, 1.0, 1.4285714285714286
Dante Fabbro, 1.379746835443038, 2.5, 1.263157894736842, 1.5609756097560976
Cal Foote, 0.944, 0.0, 1.1724137931034482, 0.8947368421052632
Cody Glass, 1.4230769230769231, 3.3333333333333335, 1.5, 1.5211267605633803
Kiefer Sherwood, 1.2718446601941749, 0.0, 1.8095238095238095, 1.0961538461538463
Kevin Lankinen, 28.61904761904762, 0, 29.833333333333332, 29.775
Philip Tomasino, 1.5054945054945055, 1.3333333333333333, 1.2380952380952381, 1.6666666666666667
Egor Afanasyev, 1.3333333333333333, 0, 1.3333333333333333, 1.0
Juuso Parssinen, 1.119047619047619, 0.0, 0, 1.0869565217391304
Cole Smith, 1.0, 0, 0, 1.0
Luke Evangelista, 2.125, 0, 2.142857142857143, 1.6666666666666667
Ryan Murray, 0.9258426966292135, 0.0, 0.8412698412698413, 0.7972350230414746
Evander Kane, 3.545238095238095, 7.0, 4.045751633986928, 3.3228915662650604
Mattias Ekholm, 1.624484181568088, 1.75, 1.748091603053435, 1.5263157894736843
Nick Bjugstad, 2.234710743801653, 2.0, 2.3548387096774195, 2.1400651465798046
Zach Hyman, 2.37782340862423, 2.0, 2.382978723404255, 2.3669354838709675
Jack Campbell, 25.688622754491018, 20.25, 26.77777777777778, 26.904255319148938
Ryan Nugent-Hopkins, 2.3769035532994924, 2.0, 2.4477611940298507, 2.33502538071066
Cody Ceci, 1.4813218390804597, 1.4, 1.6484375, 1.521489971346705
Devin Shore, 1.1081730769230769, 0.0, 1.1111111111111112, 1.1069767441860465
Brett Kulak, 1.3548387096774193, 0.8, 1.492537313432836, 1.325
Darnell Nurse, 2.3644688644688645, 3.4, 2.163265306122449, 2.3308823529411766
Leon Draisaitl, 2.6384, 2.2, 2.613861386138614, 2.6185897435897436
